character,dialogue,next_line
LUKE,"get clear, wedge. [EOL]",you
LUKE,you can't do any more good back there! [EOL],sorry!
WEDGE,sorry! [EOL],let
VADER,let him go! stay on the leader! [EOL],"hurry,"
BIGGS,"hurry, luke, they're coming in much faster this time. i can't hold them! [EOL]","artoo,"
LUKE,"artoo, try and increase the power! [EOL]",hurry
BIGGS,"hurry up, luke! [EOL]",wait!
BIGGS,wait! [EOL],rebel
DEATH STAR INTERCOM VOICE,"rebel base, thirty seconds and closing. [EOL]",i'm
VADER,i'm on the leader. [EOL],hang
THREEPIO,"hang on, artoo! [EOL]",use
BEN,"use the force, luke. [EOL]",let
BEN,"let go, luke. [EOL]",the
VADER,the force is strong with this one! [EOL],"luke,"
BEN,"luke, trust me. [EOL]",his
BASE VOICE,"his computer's off. luke, you switched off your targeting computer. what's wrong? [EOL]",nothing.
LUKE,nothing. i'm all right. [EOL],i've
LUKE,i've lost artoo! [EOL],the
MASSASSI INTERCOM VOICE,the death star has cleared the planet. the death star has cleared the planet. [EOL],rebel
DEATH STAR INTERCOM VOICE,"rebel base, in range. [EOL]",you
TARKIN,you may fire when ready. [EOL],i
VADER,i have you now. [EOL],yahoo!
HAN,yahoo! [EOL],look
WINGMAN,look out! [EOL],you're
HAN,"you're all clear, kid. [EOL]",now
HAN,now let's blow this thing and go home! [EOL],stand
INTERCOM VOICE,stand by to fire at rebel base. [EOL],standing
INTERCOM VOICE,standing by. [EOL],great
HAN,"great shot, kid. that was one in a million. [EOL]","remember,"
BEN,"remember, the force will be with you... always. [EOL]",hey!
HAN,hey! hey! [EOL],i
LUKE,i knew you'd come back! i just knew it! [EOL],"well,"
HAN,"well, i wasn't gonna let you get all the credit and take all the reward. [EOL]","hey,"
LEIA,"hey, i knew there was more to you than money. [EOL]","oh,"
THREEPIO,"oh, my! artoo! can you hear me? say something!you can repair him, can't you? [EOL]",we'll
TECHNICIAN,we'll get to work on him right away. [EOL],you
THREEPIO,"you must repair him! sir, if any of my circuits or gears will help, i'll gladly donate them. [EOL]",he'll
LUKE,he'll be all right. [EOL],[EOL]
LUKE,"echo three to echo seven. han, old buddy, do you read me? [EOL]",loud
HAN,"loud and clear, kid. what's up? [EOL]","well,"
LUKE,"well, i finished my circle. i don't pick up any life readings. [EOL]",there
HAN,there isn't enough life on this ice cube to fill a space cruiser. the sensors are placed. i'm going back. [EOL],right.
LUKE,right. i'll see you shortly. there's a meteorite that hit the ground near here. i want to check it out. it won't take long. [EOL],"hey,"
LUKE,"hey, steady girl. what's the matter? you smell something? [EOL]",aaargh!
LUKE,aaargh! [EOL],chewie!
HAN,chewie! [EOL],all
HAN,"all right, don't lose your temper. i'll come right back and give you a hand. [EOL]",solo?
RIEEKAN,solo? [EOL],no
HAN,"no sign of life out there, general. the sensors are in place. you'll know if anything comes around. [EOL]",commander
RIEEKAN,commander skywalker reported in yet? [EOL],no.
HAN,no. he's checking out a meteorite that hit near him. [EOL],with
RIEEKAN,"with all the meteor activity in this system, it's going to be difficult to spot approaching ships. [EOL]","general,"
HAN,"general, i've got to leave. i can't stay anymore. [EOL]",i'm
RIEEKAN,i'm sorry to hear that. [EOL],"well,"
HAN,"well, there's a price on my head. if i don't pay off jabba the hut, i'm a dead man. [EOL]",a
RIEEKAN,"a death mark's not an easy thing to live with. you're a good fighter, solo. i hate to lose you. [EOL]",thank
HAN,"thank you, general. [EOL]","well,"
HAN,"well, your highness, i guess this is it. [EOL]",that's
LEIA,that's right. [EOL],"well,"
HAN,"well, don't get all mushy on me. so long, princess. [EOL]",han!
LEIA,han! [EOL],"yes,"
HAN,"yes, your highnessness? [EOL]",i
LEIA,i thought you decided to stay. [EOL],"well,"
HAN,"well, the bounty hunter we ran into on ord mantell changed my mind. [EOL]","han,"
LEIA,"han, we need you! [EOL]",we?
HAN,we? [EOL],yes.
LEIA,yes. [EOL],"oh,"
HAN,"oh, what about you need? [EOL]",i
LEIA,i need? i don't know what you're talking about. [EOL],you
HAN,you probably don't. [EOL],and
LEIA,and what precisely am i supposed to know? [EOL],come
HAN,come on! you want me to stay because of the way you feel about me. [EOL],yes.
LEIA,yes. you're a great help to us. you're a natural leader... [EOL],no!
HAN,no! that's not it. come on. aahhh -- uh huh! come on. [EOL],you're
LEIA,you're imagining things. [EOL],am
HAN,am i? then why are you following me? afraid i was going to leave without giving you a goodbye kiss? [EOL],i'd
LEIA,i'd just as soon kiss a wookiee. [EOL],i
HAN,i can arrange that. you could use a good kiss! [EOL],don't
THREEPIO,don't try to blame me. i didn't ask you to turn on the thermal heater. i merely commented that it was freezing in the princess's chamber. but it's supposed to be freezing. how are we going to dry out all her clothes? i really don't know. [EOL],"oh,"
THREEPIO,"oh, switch off. [EOL]",why
HAN,why do you take this apart now? i'm trying to get us out of here and you pull both of these. [EOL],excuse
THREEPIO,"excuse me, sir. [EOL]",put
HAN,put them back together right now. [EOL],might
THREEPIO,"might i have a word with you, please? [EOL]",what
HAN,what do you want? [EOL],"well,"
THREEPIO,"well, it's princess leia, sir. she's been trying to get you on the communicator. [EOL]",i
HAN,i turned it off. i don't want to talk to her. [EOL],oh.
THREEPIO,"oh. well, princess leia is wondering about master luke. he hasn't come back yet. she doesn't know where he is. [EOL]",i
HAN,i don't know where he is. [EOL],nobody
THREEPIO,nobody knows where he is. [EOL],what
HAN,"what do you mean, \""nobody knows\""? [EOL]","well,"
THREEPIO,"well, uh, you see... [EOL]",deck
HAN,deck officer. deck officer! [EOL],excuse
THREEPIO,"excuse me, sir. might i inqu-... [EOL]","yes,"
DECK OFFICER,"yes, sir? [EOL]",do
HAN,do you know where commander skywalker is? [EOL],i
DECK OFFICER,i haven't seen him. it's possible he came in through the south entrance. [EOL],it's
HAN,it's possible? why don't you go find out? it's getting dark out there. [EOL],"yes,"
DECK OFFICER,"yes, sir. [EOL]",excuse
THREEPIO,"excuse me, sir. might i inquire what's going on? [EOL]",why
HAN,why not? [EOL],impossible
THREEPIO,"impossible man. come along, artoo, lets find princess leia. between ourselves, i think master luke is in considerable danger. [EOL]","sir,"
DECK OFFICER,"sir, commander skywalker hasn't come in through the south entrance. he might have forgotten to check in. [EOL]",not
HAN,not likely. are the speeders ready? [EOL],not
DECK OFFICER,not yet. we're having some trouble adapting them to the cold. [EOL],then
HAN,then we'll have to go out on tauntauns. [EOL],"sir,"
DECK OFFICER,"sir, the temperature's dropping too rapidly. [EOL]",that's
HAN,that's right. and my friends out in it. [EOL],i'll
ASSISTANT OFFICER,i'll cover sector twelve. have com-control set screen alpha. [EOL],your
DECK OFFICER,your tauntaun'll freeze before you reach the first marker. [EOL],then
HAN,then i'll see you in hell! [EOL],you
THREEPIO,"you must come along now, artoo. there's really nothing more we can do. and my joints are freezing up. [EOL]",don't
THREEPIO,"don't say thing like that! of course we'll see master luke again. he'll be quite all right, you'll see. stupid little short-circuit. he'll be quite all right. [EOL]","sir,"
LIEUTENANT,"sir, all the patrols are in. there's still no contact from skywalker or solo. [EOL]",mistress
THREEPIO,"mistress leia, artoo says he's been quite unable to pick up any signals, although he does admit that his own range is far too weak to abandon all hope. [EOL]",your
DERLIN,"your highness, there's nothing more we can do tonight. the shield doors must be closed. [EOL]",close
DERLIN,close the doors. [EOL],artoo
THREEPIO,artoo says the chances of survival are seven hundred seventy-five...to one. [EOL],"actually,"
THREEPIO,"actually, artoo has been known to make mistakes...from time to time. oh, dear, oh, dear. don't worry about master luke. i'm sure he'll be all right. he's quite clever, you know...for a human being. [EOL]",luke...luke.
BEN,luke...luke. [EOL],ben?
LUKE,ben? [EOL],you
BEN,you will go to the dagobah system. [EOL],dagobah
LUKE,dagobah system? [EOL],there
BEN,"there you will learn from yoda, the jedi master who instructed me. [EOL]",ben...ben.
LUKE,ben...ben. [EOL],luke!
HAN,"luke! luke! don't do this, luke. come on, give me a sign here. [EOL]",not
HAN,not much time. [EOL],ben...ben...
LUKE,ben...ben... [EOL],hang
HAN,"hang on, kid. [EOL]",dagobah
LUKE,dagobah system... [EOL],whew...
HAN,whew... [EOL],dagobah...
LUKE,dagobah... [EOL],this
HAN,"this may smell bad, kid... [EOL]",yoda...
LUKE,yoda... [EOL],...but
HAN,...but it will keep you warm...til i get the shelter built. ooh...i thought they smelled bad on the outside! [EOL],echo
ZEV,"echo base...i've got something! not much, but it could be a life form. [EOL]",this
ZEV,"this is rouge two. this is rouge two. captain solo, so you copy? commander skywalker, do you copy? this is rouge two. [EOL]",good
HAN,good morning. nice of you guys to drop by. [EOL],echo
ZEV,"echo base...this is rouge two. i found them. repeat, i found them. [EOL]",master
THREEPIO,"master luke, sir, it's good to see you fully functional again. [EOL]",artoo
THREEPIO,"artoo expresses his relief, also. [EOL]",how
HAN,"how are you feeling, kid? you don't look so bad to me. in fact, you look strong enough to pull the ears off a gundark. [EOL]",thanks
LUKE,thanks to you. [EOL],that's
HAN,"that's two you owe me, junior. [EOL]",well
HAN,"well your worship, looks like you managed to keep me around for a little while longer. [EOL]",i
LEIA,i had nothing to do with it. general rieekan thinks it's dangerous for any ships to leave the system until we've activated the energy shield. [EOL],that's
HAN,that's a good story. i think you just can't bear to let a gorgeous guy like me out of your sight. [EOL],i
LEIA,"i don't know where you get you delusions, laser brain. [EOL]",laugh
HAN,"laugh it up, fuzz ball. but you didn't see us alone in the south passage. [EOL]",she
HAN,she expressed her true feelings for me. [EOL],my...!
LEIA,"my...! why, you stuck up,...half-witted,...scruffy-looking... nerf-herder! [EOL]",who's
HAN,"who's scruffy-looking? i must have hit her pretty close to the mark to get her all riled up like that, huh, kid? [EOL]","why,"
LEIA,"why, i guess you don't know everything about women yet? [EOL]",headquarters
ANNOUNCER,"headquarters personnel, report to command center. [EOL]",take
HAN,take it easy. [EOL],excuse
THREEPIO,"excuse us, please. [EOL]",princess...we
RIEEKAN,princess...we have a visitor. [EOL],we've
RIEEKAN,"we've picked up something outside the base in zone twelve, moving east. [EOL]",it's
SENIOR CONTROLLER,it's metal. [EOL],then
LEIA,then it couldn't be one of those creatures that attacked luke. [EOL],it
HAN,"it could be a speeder, one of ours. [EOL]",no.
SENIOR CONTROLLER,no. wait -- there's something very weak coming through. [EOL],"sir,"
THREEPIO,"sir, i am fluent in six million forms of communication. this signal is not used by the alliance. it could be an imperial code. [EOL]",it
HAN,"it isn't friendly, whatever it is. come on, chewie, let's check it out. [EOL]",send
RIEEKAN,send rouges ten and eleven to station three-eight. [EOL],afraid
HAN,afraid there's not much left. [EOL],what
LEIA,what was it? [EOL],droid
HAN,droid of some kind. i didn't hit it that hard. it must have had a self-destruct. [EOL],an
LEIA,an imperial probe droid. [EOL],it's
HAN,it's a good bet the empire knows we're here. [EOL],we'd
RIEEKAN,we'd better start the evacuation. [EOL],admiral.
PIETT,admiral. [EOL],"yes,"
OZZEL,"yes, captain [EOL]",i
PIETT,"i think we've got something, sir. the report is only a fragment had. [EOL]",we
OZZEL,"we have thousands of probe droids searching the galaxy. i want proof, not leads! [EOL]",the
PIETT,the visuals indicate life readings. [EOL],it
OZZEL,it could mean anything. if we followed every lead... [EOL],"but,"
PIETT,"but, sir, the hoth system is supposed to be devoid of human forms. [EOL]",you
VADER,you found something? [EOL],"yes,"
PIETT,"yes, my lord. [EOL]",that's
VADER,that's it. the rebels are there. [EOL],my
OZZEL,"my lord, there are so many uncharted settlements. it could be smugglers, it could be... [EOL]",that
VADER,"that is the system. and i'm sure skywalker is with them. set your course for the hoth system. general veers, prepare you men. [EOL]",groups
REBEL CAPTAIN,"groups seven and ten will stay behind to fly the speeders. as soon as each transport is loaded, evacuation control will give clearance for immediate launch. [EOL]","right,"
REBEL FIGHTER,"right, sir. [EOL]","okay,"
HAN,"okay, that's it. try it...off! turn it off! turn it off! off! [EOL]","sir,"
MEDICAL DROID,"sir, it will take quite awhile to evacuate the t-forty- sevens. [EOL]","well,"
LUKE,"well, forget the heavy equipment. there's plenty of time to get the smaller modules on the transports. [EOL]",take
MEDICAL DROID,"take care, sir. [EOL]",thanks.
LUKE,thanks. [EOL],"chewie,"
LUKE,"chewie, take care of yourself, okay? [EOL]","hi,"
HAN,"hi, kid. there's got to be a reason for it. check it at the other end. wait a second. you all right? [EOL]",yeah.
LUKE,yeah. [EOL],be
HAN,be careful. [EOL],"you,"
LUKE,"you, too. [EOL]","general,"
CONTROLLER,"general, there's a fleet of star destroyers coming out of hyperspace in sector four. [EOL]",reroute
RIEEKAN,reroute all power to the energy shield. we've got to hold them till all transports are away. prepare for ground assault. [EOL],what
VADER,"what is it, general? [EOL]",my
